,Player,League,Squad,Pos,Player Type,"Minutes
Played (%)",Goals,Assists,onxG,onxGA
1110,Nico Elvedi,German Bundesliga,M'Gladbach,DF,5,79.4,1,0,0.98,1.03
1111,Breel Embolo,German Bundesliga,M'Gladbach,FW,1,70.9,9,3,0.99,1.0
1112,Wataru Endo,German Bundesliga,Stuttgart,MF,3,94.7,4,2,1.0,1.01
1113,Ohis Felix Uduokhai,German Bundesliga,Augsburg,DF,5,25.6,0,0,0.8,1.29
1114,Emil Forsberg,German Bundesliga,RB Leipzig,MF,2,55.9,6,2,0.99,0.95
1115,Philipp Förster,German Bundesliga,Stuttgart,MF,2,31.5,2,1,1.02,1.09
1116,Raphael Framberger,German Bundesliga,Augsburg,DF,4,27.6,0,0,0.83,1.1
1117,Marvin Friedrich,German Bundesliga,Union Berlin,DF,5,38.2,0,0,1.01,0.98
1118,Jeremie Frimpong,German Bundesliga,Leverkusen,DF,4,67.1,1,6,0.89,1.01
1119,Chris Führich,German Bundesliga,Stuttgart,FW,2,55.9,3,2,1.0,1.0
1120,Cristian Gamboa,German Bundesliga,Bochum,DF,4,56.2,1,0,1.01,0.92
1121,Linus Gechter,German Bundesliga,Hertha BSC,DF,5,23.5,1,0,1.11,1.46
1122,Dennis Geiger,German Bundesliga,Hoffenheim,MF,3,45.0,2,2,1.13,0.88
1123,Yannick Gerhardt,German Bundesliga,Wolfsburg,MF,4,51.5,1,3,1.05,0.98
1124,Niko Gießelmann,German Bundesliga,Union Berlin,DF,4,67.9,3,6,0.93,0.95
1125,Matthias Ginter,German Bundesliga,M'Gladbach,DF,5,77.1,1,0,1.03,0.95
1126,Serge Gnabry,German Bundesliga,Bayern Munich,FW,2,71.5,14,5,1.01,1.09
1127,Leon Goretzka,German Bundesliga,Bayern Munich,MF,2,45.6,3,3,0.96,0.93
1128,Jeffrey Gouweleeuw,German Bundesliga,Augsburg,DF,5,84.1,2,0,0.94,0.97
1129,Julian Green,German Bundesliga,Greuther Fürth,MF,2,34.4,0,0,0.85,1.0
1130,Michael Gregoritsch,German Bundesliga,Augsburg,FW,1,45.6,9,0,1.02,1.05
1131,Sebastian Griesbeck,German Bundesliga,Greuther Fürth,DF,5,79.7,1,0,0.97,0.95
1132,Vincenzo Grifo,German Bundesliga,Freiburg,MF,2,90.6,9,7,1.0,1.0
1133,Florian Grillitsch,German Bundesliga,Hoffenheim,DF,3,48.8,0,0,1.2,0.97
1134,Carlos Gruezo,German Bundesliga,Augsburg,MF,3,31.8,0,0,1.04,1.05
1135,Raphaël Guerreiro,German Bundesliga,Dortmund,DF,4,58.5,4,2,0.87,0.94
1136,Josuha Guilavogui,German Bundesliga,Wolfsburg,MF,5,30.9,0,0,0.89,0.97
1137,Manuel Gulde,German Bundesliga,Freiburg,DF,5,40.0,0,0,0.83,1.03
1138,Robert Gumny,German Bundesliga,Augsburg,DF,4,74.1,0,0,1.01,1.0
1139,Christian Günter,German Bundesliga,Freiburg,DF,4,100.0,2,9,1.0,1.0
1140,Joško Gvardiol,German Bundesliga,RB Leipzig,DF,5,78.8,2,2,1.03,0.97
1141,Erling Haaland,German Bundesliga,Dortmund,FW,1,62.4,22,8,1.06,0.97
1142,Janik Haberer,German Bundesliga,Freiburg,MF,3,26.8,3,0,0.92,0.88
1143,Alexander Hack,German Bundesliga,Mainz 05,DF,5,67.6,3,1,1.12,0.93
1144,Robin Hack,German Bundesliga,Arminia,FW,2,44.7,0,3,1.0,1.11
1145,André Hahn,German Bundesliga,Augsburg,MF,2,68.5,5,2,0.97,0.91
1146,Amadou Haidara,German Bundesliga,RB Leipzig,MF,3,43.2,3,1,1.13,0.86
1147,Genki Haraguchi,German Bundesliga,Union Berlin,MF,2,57.4,2,6,0.85,1.03
1148,Makoto Hasebe,German Bundesliga,Eint Frankfurt,DF,5,38.8,0,0,1.08,0.97
1149,Thorgan Hazard,German Bundesliga,Dortmund,FW,2,43.8,4,1,0.87,0.96
1150,Jonas Hector,German Bundesliga,Köln,DF,4,83.5,0,6,1.02,0.95
1151,Benjamin Henrichs,German Bundesliga,RB Leipzig,DF,4,37.4,3,3,1.01,1.02
1152,Lucas Hernández,German Bundesliga,Bayern Munich,DF,5,66.5,0,1,1.05,0.95
1153,Patrick Herrmann,German Bundesliga,M'Gladbach,DF,2,24.7,0,4,1.09,0.92
1154,Piero Hincapié,German Bundesliga,Leverkusen,DF,4,57.4,1,2,1.06,0.94
1155,Martin Hinteregger,German Bundesliga,Eint Frankfurt,DF,5,72.6,1,0,0.98,1.07
1156,Nicolas Höfler,German Bundesliga,Freiburg,MF,3,85.0,2,4,1.04,1.06
1157,Jonas Hofmann,German Bundesliga,M'Gladbach,MF,2,67.9,12,5,1.06,0.9
1158,Lucas Höler,German Bundesliga,Freiburg,FW,1,84.4,7,2,0.98,1.0
1159,Gerrit Holtmann,German Bundesliga,Bochum,FW,2,60.0,5,4,1.0,1.04
1160,Branimir Hrgota,German Bundesliga,Greuther Fürth,FW,2,90.9,9,5,1.02,0.98
1161,Ajdin Hrustic,German Bundesliga,Eint Frankfurt,MF,3,31.5,2,0,0.79,1.07
1162,Timo Hübers,German Bundesliga,Köln,DF,5,56.8,1,0,0.98,1.01
1163,Mats Hummels,German Bundesliga,Dortmund,DF,5,57.6,1,2,0.94,1.02
1164,Iago,German Bundesliga,Augsburg,DF,4,71.2,2,5,1.07,0.91
1165,Marcus Ingvartsen,German Bundesliga,Mainz 05,FW,2,22.4,6,0,0.86,1.1
1166,Hiroki Ito,German Bundesliga,Stuttgart,DF,5,76.8,1,1,0.99,1.03
1167,Cedric Itten,German Bundesliga,Greuther Fürth,FW,1,20.9,2,0,1.22,0.81
1168,Gian-Luca Itter,German Bundesliga,Greuther Fürth,DF,4,47.6,0,1,1.1,1.03
1169,Lee Jae-sung,German Bundesliga,Mainz 05,MF,2,47.1,4,3,1.11,1.01
1170,Paul Jaeckel,German Bundesliga,Union Berlin,DF,5,66.8,0,0,1.0,1.05
1171,Kristijan Jakić,German Bundesliga,Eint Frankfurt,MF,3,61.5,1,0,0.88,0.96
1172,Stevan Jovetić,German Bundesliga,Hertha BSC,FW,2,33.2,6,1,1.17,1.06
1173,Pavel Kadeřábek,German Bundesliga,Hoffenheim,DF,4,39.1,1,2,1.06,1.06
1174,Florian Kainz,German Bundesliga,Köln,MF,2,75.9,4,4,0.92,1.0
1175,Sasa Kalajdzic,German Bundesliga,Stuttgart,FW,1,40.0,6,1,1.21,0.84
1176,Daichi Kamada,German Bundesliga,Eint Frankfurt,MF,2,70.0,4,3,1.02,0.93
1177,Kevin Kampl,German Bundesliga,RB Leipzig,MF,3,62.1,0,1,1.0,0.97
1178,Atakan Karazor,German Bundesliga,Stuttgart,MF,3,62.1,0,1,0.97,1.03
1179,Marc-Oliver Kempf,German Bundesliga,Hertha BSC,DF,5,34.4,0,1,0.95,0.76
1180,Marc-Oliver Kempf,German Bundesliga,Stuttgart,DF,5,27.4,3,0,0.99,1.13
1181,Rani Khedira,German Bundesliga,Union Berlin,MF,3,90.0,0,1,0.97,0.99
1182,Luca Kilian,German Bundesliga,Köln,DF,5,74.4,1,0,0.93,0.98
1183,Joshua Kimmich,German Bundesliga,Bayern Munich,MF,3,80.9,3,9,1.0,1.04
1184,Fabian Klos,German Bundesliga,Arminia,FW,1,46.5,3,1,1.05,1.02
1185,Lukas Klostermann,German Bundesliga,RB Leipzig,DF,4,53.8,0,1,1.01,1.03
1186,Ansgar Knauff,German Bundesliga,Eint Frankfurt,DF,4,24.7,1,1,1.0,0.8
1187,Robin Knoche,German Bundesliga,Union Berlin,DF,5,97.1,0,0,1.01,1.01
1188,Dominik Kohr,German Bundesliga,Mainz 05,MF,3,52.6,0,3,1.15,0.87
1189,Kouadio Koné,German Bundesliga,M'Gladbach,MF,3,71.5,2,0,0.99,0.95
1190,Odilon Kossonou,German Bundesliga,Leverkusen,DF,5,58.5,0,1,0.94,1.08
1191,Filip Kostić,German Bundesliga,Eint Frankfurt,DF,4,82.4,4,9,1.0,1.03
1192,Andrej Kramarić,German Bundesliga,Hoffenheim,FW,2,88.5,6,9,0.94,1.03
1193,Christoph Kramer,German Bundesliga,M'Gladbach,MF,3,24.4,0,0,0.98,1.34
1194,Florian Krüger,German Bundesliga,Arminia,FW,2,36.8,1,2,1.06,1.0
1195,Max Kruse,German Bundesliga,Wolfsburg,MF,2,36.8,7,1,1.17,0.95
1196,Max Kruse,German Bundesliga,Union Berlin,FW,2,41.5,5,4,1.02,0.88
1197,Lukas Kübler,German Bundesliga,Freiburg,DF,4,76.2,2,0,1.02,1.01
1198,Fabian Kunze,German Bundesliga,Arminia,MF,3,41.2,0,0,0.93,0.9
1199,Maxence Lacroix,German Bundesliga,Wolfsburg,DF,5,81.5,0,0,0.97,0.98
1200,Konrad Laimer,German Bundesliga,RB Leipzig,MF,2,40.6,4,4,0.97,1.11
1201,Stefan Lainer,German Bundesliga,M'Gladbach,DF,4,47.9,1,2,0.99,1.05
1202,Vassilis Lambropoulos,German Bundesliga,Bochum,DF,5,38.2,0,0,0.95,1.07
1203,Bryan Lasme,German Bundesliga,Arminia,FW,1,28.5,2,0,0.88,0.87
1204,Maxim Leitsch,German Bundesliga,Bochum,DF,5,50.3,1,0,1.08,0.96
1205,Christopher Lenz,German Bundesliga,Eint Frankfurt,DF,4,21.8,0,1,1.05,0.91
1206,Robert Lewandowski,German Bundesliga,Bayern Munich,FW,1,96.2,35,3,0.99,1.01
1207,Jamie Leweling,German Bundesliga,Greuther Fürth,FW,2,64.1,5,1,0.99,0.98
1208,Philipp Lienhart,German Bundesliga,Freiburg,DF,5,93.8,5,0,1.02,1.0
1209,Jesper Lindstrøm,German Bundesliga,Eint Frankfurt,MF,2,64.7,5,4,1.13,0.88
1210,Dejan Ljubicic,German Bundesliga,Köln,MF,2,64.4,3,1,1.06,0.96
1211,Anthony Losilla,German Bundesliga,Bochum,MF,3,95.9,2,0,1.01,1.03
1212,Eduard Löwen,German Bundesliga,Bochum,MF,2,46.2,2,2,1.24,0.92
1213,Anderson Lucoqui,German Bundesliga,Mainz 05,DF,4,24.4,1,0,0.64,0.93
1214,Dodi Lukebakio,German Bundesliga,Wolfsburg,FW,2,28.8,1,2,1.22,1.15
1215,Arne Maier,German Bundesliga,Augsburg,MF,2,60.9,1,6,0.99,0.97
1216,Donyell Malen,German Bundesliga,Dortmund,FW,2,55.0,5,3,0.88,0.99
1217,Orel Mangala,German Bundesliga,Stuttgart,MF,2,60.6,1,3,0.97,0.94
1218,Myziane Maolida,German Bundesliga,Hertha BSC,FW,2,25.3,1,1,0.81,1.15
1219,Omar Marmoush,German Bundesliga,Stuttgart,FW,2,51.5,3,5,0.91,0.93
1220,Aarón Martín,German Bundesliga,Mainz 05,DF,4,75.0,1,1,1.1,1.02
1221,Erhan Mašović,German Bundesliga,Bochum,DF,5,50.6,0,0,1.15,1.02
1222,Roberto Massimo,German Bundesliga,Stuttgart,DF,2,28.5,2,0,1.08,0.88
1223,Konstantinos Mavropanos,German Bundesliga,Stuttgart,DF,5,88.5,4,0,0.99,1.01
1224,Kevin Mbabu,German Bundesliga,Wolfsburg,DF,4,45.6,0,0,0.82,1.01
1225,Nathan de Medina,German Bundesliga,Arminia,DF,4,25.3,0,0,0.82,1.23
1226,Thomas Meunier,German Bundesliga,Dortmund,DF,4,45.9,2,4,0.94,1.08
1227,Marco Meyerhöfer,German Bundesliga,Greuther Fürth,DF,4,74.4,1,0,1.06,1.02
1228,Maximilian Mittelstädt,German Bundesliga,Hertha BSC,DF,4,48.8,0,5,0.94,0.86
1229,Anthony Modeste,German Bundesliga,Köln,FW,1,85.3,20,4,1.05,1.0
1230,Nordi Mukiele,German Bundesliga,RB Leipzig,DF,4,60.3,1,3,0.96,1.11
1231,Thomas Müller,German Bundesliga,Bayern Munich,MF,2,83.5,8,18,1.01,0.99
1232,Jamal Musiala,German Bundesliga,Bayern Munich,MF,2,47.9,5,5,0.99,1.06
1233,Obite N'Dicka,German Bundesliga,Eint Frankfurt,DF,5,93.2,4,4,1.01,0.96
1234,Luca Netz,German Bundesliga,M'Gladbach,DF,4,45.6,0,4,0.96,0.85
1235,Florian Neuhaus,German Bundesliga,M'Gladbach,MF,3,69.4,4,4,1.0,1.01
1236,Moussa Niakhate,German Bundesliga,Mainz 05,DF,5,83.8,4,0,1.05,0.99
1237,Florian Niederlechner,German Bundesliga,Augsburg,FW,1,37.9,5,3,1.19,1.07
1238,Håvard Nielsen,German Bundesliga,Greuther Fürth,MF,1,44.7,2,0,0.88,1.05
1239,Joakim Nilsson,German Bundesliga,Arminia,DF,5,89.4,2,0,0.99,0.96
1240,Christopher Nkunku,German Bundesliga,RB Leipzig,FW,2,89.1,20,13,1.03,1.04
1241,Lukas Nmecha,German Bundesliga,Wolfsburg,FW,1,53.2,8,0,1.11,0.93
1242,Hans Nunoo Sarpei,German Bundesliga,Greuther Fürth,DF,5,20.9,0,0,1.25,1.22
1243,Bastian Oczipka,German Bundesliga,Union Berlin,DF,4,30.6,0,1,1.11,1.14
1244,Masaya Okugawa,German Bundesliga,Arminia,MF,1,82.6,8,1,0.95,0.95
1245,Dani Olmo,German Bundesliga,RB Leipzig,MF,2,24.4,3,3,0.9,1.09
1246,Karim Onisiwo,German Bundesliga,Mainz 05,FW,1,77.1,5,8,1.05,1.01
1247,Willi Orban,German Bundesliga,RB Leipzig,DF,5,86.5,2,1,0.97,0.92
1248,Reece Oxford,German Bundesliga,Augsburg,DF,5,87.9,2,1,0.97,0.97
1249,Salih Özcan,German Bundesliga,Köln,MF,3,75.6,2,0,0.95,1.01
1250,Exequiel Palacios,German Bundesliga,Leverkusen,MF,3,35.9,2,2,0.94,0.91
1251,Miloš Pantović,German Bundesliga,Bochum,MF,2,50.0,4,3,1.03,0.97
1252,Paulinho,German Bundesliga,Leverkusen,FW,2,39.7,4,1,0.99,0.97
1253,Benjamin Pavard,German Bundesliga,Bayern Munich,DF,5,67.9,0,1,0.94,1.04
1254,Mads Pedersen,German Bundesliga,Augsburg,MF,2,45.6,2,1,0.9,0.99
1255,Peter Pekarík,German Bundesliga,Hertha BSC,DF,4,72.9,0,0,1.06,0.96
1256,Jens Petter Hauge,German Bundesliga,Eint Frankfurt,MF,2,34.1,2,2,0.92,0.88
1257,Maximilian Philipp,German Bundesliga,Wolfsburg,MF,2,31.5,1,4,0.81,0.77
1258,Amos Pieper,German Bundesliga,Arminia,DF,5,77.6,0,0,1.02,1.02
1259,Marvin Plattenhardt,German Bundesliga,Hertha BSC,DF,4,53.5,0,3,1.05,0.9
1260,Alassane Pléa,German Bundesliga,M'Gladbach,MF,2,67.6,10,6,1.05,0.99
1261,Sebastian Polter,German Bundesliga,Bochum,FW,1,76.5,10,1,0.96,0.92
1262,Marin Pongračić,German Bundesliga,Dortmund,DF,5,27.1,0,0,0.82,0.92
1263,Stefan Posch,German Bundesliga,Hoffenheim,DF,5,71.8,2,0,0.97,0.97
1264,Yussuf Poulsen,German Bundesliga,RB Leipzig,FW,1,35.3,6,0,1.1,0.69
1265,Manuel Prietl,German Bundesliga,Arminia,MF,3,69.4,0,1,1.06,1.04
1266,Grischa Prömel,German Bundesliga,Union Berlin,MF,3,79.1,8,1,1.0,0.92
1267,Guilherme Ramos,German Bundesliga,Arminia,DF,5,29.7,0,0,0.94,0.97
1268,David Raum,German Bundesliga,Hoffenheim,DF,4,90.0,3,11,1.02,1.06
1269,Marco Reus,German Bundesliga,Dortmund,MF,2,81.8,9,13,1.06,1.04
1270,Elvis Rexhbeçaj,German Bundesliga,Bochum,MF,2,82.9,0,0,0.92,0.95
1271,Chris Richards,German Bundesliga,Hoffenheim,DF,5,42.6,1,1,0.8,0.95
1272,Marco Richter,German Bundesliga,Hertha BSC,FW,2,55.6,5,1,0.95,0.83
1273,Sebastian Rode,German Bundesliga,Eint Frankfurt,MF,3,24.7,1,0,1.39,1.03
1274,Jérôme Roussillon,German Bundesliga,Wolfsburg,DF,4,57.9,1,0,0.99,0.96
1275,Sebastian Rudy,German Bundesliga,Hoffenheim,MF,3,25.3,3,1,1.05,1.3
1276,Georginio Rutter,German Bundesliga,Hoffenheim,FW,1,52.6,8,2,1.14,0.98
1277,Julian Ryerson,German Bundesliga,Union Berlin,DF,4,46.8,2,0,1.09,1.04
1278,Marcel Sabitzer,German Bundesliga,Bayern Munich,MF,4,29.7,1,1,0.92,0.96
1279,Roland Sallai,German Bundesliga,Freiburg,MF,2,50.6,4,4,1.01,1.04
1280,Diadie Samassékou,German Bundesliga,Hoffenheim,MF,3,54.1,2,0,0.98,0.94
1281,Leroy Sané,German Bundesliga,Bayern Munich,FW,2,64.7,7,7,1.08,0.8
1282,Joe Scally,German Bundesliga,M'Gladbach,DF,4,62.4,1,2,0.98,1.09
1283,Kevin Schade,German Bundesliga,Freiburg,MF,1,27.1,4,1,1.05,0.72
1284,Louis Schaub,German Bundesliga,Köln,MF,2,21.5,1,2,1.09,1.25
1285,Patrik Schick,German Bundesliga,Leverkusen,FW,1,67.9,24,3,0.98,1.05
1286,Xaver Schlager,German Bundesliga,Wolfsburg,MF,3,34.1,0,1,1.04,0.98
1287,Nico Schlotterbeck,German Bundesliga,Freiburg,DF,5,90.9,4,1,1.0,0.99
1288,Benno Schmitz,German Bundesliga,Köln,DF,4,79.1,0,5,1.0,0.95
1289,Alessandro Schöpf,German Bundesliga,Arminia,MF,2,78.2,1,0,1.07,1.04
1290,Nico Schulz,German Bundesliga,Dortmund,DF,4,27.4,0,2,1.23,0.78
1291,Paul Seguin,German Bundesliga,Greuther Fürth,MF,3,68.8,0,3,1.05,0.95
1292,Davie Selke,German Bundesliga,Hertha BSC,FW,1,32.9,4,0,1.04,0.97
1293,Suat Serdar,German Bundesliga,Hertha BSC,MF,2,72.4,3,0,1.02,0.96
1294,Janni Serra,German Bundesliga,Arminia,FW,1,36.5,3,2,1.11,0.99
1295,André Silva,German Bundesliga,RB Leipzig,FW,1,67.9,11,3,0.95,1.08
1296,Mohamed Simakan,German Bundesliga,RB Leipzig,DF,5,65.6,1,0,1.07,0.89
1297,Ellyes Skhiri,German Bundesliga,Köln,MF,3,59.4,4,1,0.97,0.96
1298,Danilo Soares,German Bundesliga,Bochum,DF,4,83.8,0,1,0.98,0.97
1299,Borna Sosa,German Bundesliga,Stuttgart,DF,4,81.8,1,8,0.99,0.95
1300,Djibril Sow,German Bundesliga,Eint Frankfurt,MF,3,78.8,2,3,1.05,0.98
1301,Anton Stach,German Bundesliga,Mainz 05,MF,3,60.9,1,6,0.91,1.13
1302,Kostas Stafylidis,German Bundesliga,Bochum,DF,4,45.3,0,1,1.08,1.04
1303,Josip Stanišić,German Bundesliga,Bayern Munich,DF,4,21.2,1,0,1.02,1.0
1304,Niklas Stark,German Bundesliga,Hertha BSC,DF,5,66.5,1,0,1.01,0.95
1305,Renato Steffen,German Bundesliga,Wolfsburg,FW,4,31.5,0,1,0.98,0.9
1306,Pascal Stenzel,German Bundesliga,Stuttgart,DF,4,29.4,0,0,1.11,0.91
1307,Angelo Stiller,German Bundesliga,Hoffenheim,MF,3,55.3,2,1,0.94,1.19
1308,Lars Stindl,German Bundesliga,M'Gladbach,MF,2,53.2,4,5,0.97,0.95
1309,Niklas Süle,German Bundesliga,Bayern Munich,DF,5,60.0,1,2,1.08,1.15
1310,Dominik Szoboszlai,German Bundesliga,RB Leipzig,MF,2,50.3,6,8,0.96,1.14
1311,Jonathan Tah,German Bundesliga,Leverkusen,DF,5,94.1,2,2,1.01,1.02
1312,Edmond Tapsoba,German Bundesliga,Leverkusen,DF,5,59.4,1,0,0.98,0.88
1313,Jan Thielmann,German Bundesliga,Köln,MF,2,38.8,3,3,0.93,1.03
1314,Marcus Thuram,German Bundesliga,M'Gladbach,FW,1,32.1,3,0,1.02,1.39
1315,Timothy Tillman,German Bundesliga,Greuther Fürth,MF,2,65.6,1,2,0.95,1.04
1316,Corentin Tolisso,German Bundesliga,Bayern Munich,MF,3,22.9,2,1,1.15,0.95
1317,Tiago Tomás,German Bundesliga,Stuttgart,FW,1,35.0,4,0,1.24,0.96
1318,Lucas Tousart,German Bundesliga,Hertha BSC,MF,3,64.1,2,0,0.98,1.17
1319,Christopher Trimmel,German Bundesliga,Union Berlin,DF,4,65.0,2,0,0.99,0.96
1320,Tuta,German Bundesliga,Eint Frankfurt,DF,5,71.5,4,0,1.02,1.02
1321,Dayot Upamecano,German Bundesliga,Bayern Munich,DF,5,72.4,1,6,0.89,0.92
1322,Mark Uth,German Bundesliga,Köln,MF,2,66.2,5,8,1.09,0.98
1323,Ruben Vargas,German Bundesliga,Augsburg,MF,2,64.7,1,3,0.96,0.94
1324,Sebastian Vasiliadis,German Bundesliga,Arminia,MF,3,39.1,0,0,0.9,0.9
1325,Nick Viergever,German Bundesliga,Greuther Fürth,DF,5,69.7,0,0,0.98,0.91
1326,Andreas Voglsammer,German Bundesliga,Union Berlin,FW,2,28.8,2,1,1.07,1.04
1327,Kevin Vogt,German Bundesliga,Hoffenheim,DF,5,83.8,0,2,0.98,1.0
1328,Aster Vranckx,German Bundesliga,Wolfsburg,MF,2,37.4,2,0,1.02,1.12
1329,Luca Waldschmidt,German Bundesliga,Wolfsburg,MF,2,23.5,1,0,0.91,0.95
1330,Wout Weghorst,German Bundesliga,Wolfsburg,FW,1,50.9,6,1,0.9,1.02
1331,Silvan Widmer,German Bundesliga,Mainz 05,DF,4,95.3,4,5,0.98,0.99
1332,Jetro Willems,German Bundesliga,Greuther Fürth,DF,4,52.4,1,0,0.83,0.91
1333,Patrick Wimmer,German Bundesliga,Arminia,FW,2,67.1,3,6,0.97,0.98
1334,Jonas Wind,German Bundesliga,Wolfsburg,FW,1,38.5,5,1,1.14,1.04
1335,Florian Wirtz,German Bundesliga,Leverkusen,MF,2,60.6,7,10,1.0,1.07
1336,Axel Witsel,German Bundesliga,Dortmund,MF,3,63.5,2,0,0.92,1.03
1337,Marius Wolf,German Bundesliga,Dortmund,DF,4,43.2,3,1,1.09,0.96
1338,Jeong Woo-yeong,German Bundesliga,Freiburg,FW,2,58.2,5,2,0.98,1.07
1339,Dan-Axel Zagadou,German Bundesliga,Dortmund,DF,5,31.2,0,0,1.09,1.0
1340,Denis Zakaria,German Bundesliga,M'Gladbach,MF,3,45.6,2,1,1.01,0.85
1341,Andi Zeqiri,German Bundesliga,Augsburg,FW,1,33.2,2,1,0.91,1.03
1342,Tammy Abraham,Italian Serie A,Roma,FW,1,90.3,17,4,1.01,0.96
1343,Francesco Acerbi,Italian Serie A,Lazio,DF,5,74.2,4,0,0.93,1.03
1344,Kevin Agudelo,Italian Serie A,Spezia,MF,2,36.1,3,1,1.06,1.02
1345,Ola Aina,Italian Serie A,Torino,DF,4,42.1,0,0,0.96,0.99
1346,Luis Alberto,Italian Serie A,Lazio,MF,3,68.7,5,9,0.98,0.91
1347,Giorgio Altare,Italian Serie A,Cagliari,DF,5,42.9,1,0,1.08,0.93
1348,Kelvin Amian,Italian Serie A,Spezia,DF,4,77.4,1,1,1.05,0.98
1349,Ethan Ampadu,Italian Serie A,Venezia,MF,4,66.8,0,3,0.91,0.99
1350,Sofyan Amrabat,Italian Serie A,Fiorentina,MF,3,27.6,1,0,0.73,1.04
1351,Felipe Anderson,Italian Serie A,Lazio,FW,2,84.5,6,8,1.01,0.99
1352,Cristian Ansaldi,Italian Serie A,Torino,DF,4,20.3,0,3,1.0,1.29
1353,Janis Antiste,Italian Serie A,Spezia,FW,2,23.2,1,0,1.31,0.91
1354,Mattia Aramu,Italian Serie A,Venezia,MF,2,61.3,7,5,1.08,0.91
1355,Marko Arnautović,Italian Serie A,Bologna,FW,1,78.7,14,1,1.09,0.97
1356,Tolgay Arslan,Italian Serie A,Udinese,MF,3,48.4,1,0,0.9,0.92
1357,Arthur,Italian Serie A,Fiorentina,FW,1,21.8,2,2,1.09,1.02
1358,Kristoffer Askildsen,Italian Serie A,Sampdoria,MF,3,22.1,0,0,0.89,0.91
1359,Kristjan Asllani,Italian Serie A,Empoli,MF,3,39.5,1,1,0.79,0.98
1360,Tommaso Augello,Italian Serie A,Sampdoria,DF,4,70.0,1,1,1.0,0.93
1361,Kaan Ayhan,Italian Serie A,Sassuolo,DF,5,39.5,1,0,1.1,0.94
1362,Milan Badelj,Italian Serie A,Genoa,MF,3,83.2,1,0,0.95,0.94
1363,Nedim Bajrami,Italian Serie A,Empoli,MF,2,60.0,6,5,1.14,0.9
1364,Keita Baldé,Italian Serie A,Cagliari,FW,1,36.1,3,1,1.14,0.95
1365,Filippo Bandinelli,Italian Serie A,Empoli,MF,2,57.1,2,3,0.94,0.96
1366,Mattia Bani,Italian Serie A,Genoa,DF,5,35.5,0,0,0.93,0.98
1367,Antonín Barák,Italian Serie A,Hellas Verona,MF,2,68.4,11,4,1.03,1.01
1368,Nicolò Barella,Italian Serie A,Inter,MF,2,85.3,3,11,0.98,1.0
1369,Musa Barrow,Italian Serie A,Bologna,FW,2,62.4,6,6,0.96,0.9
1370,Toma Bašić,Italian Serie A,Lazio,MF,3,28.7,0,2,0.96,1.07
1371,Alessandro Bastoni,Italian Serie A,Inter,DF,5,67.6,1,2,0.9,1.0
1372,Simone Bastoni,Italian Serie A,Spezia,MF,4,66.8,3,3,0.93,0.98
1373,Rodrigo Becão,Italian Serie A,Udinese,DF,4,91.6,2,1,1.0,0.97
1374,Raoul Bellanova,Italian Serie A,Cagliari,DF,4,72.9,1,2,0.98,1.02
1375,Andrea Belotti,Italian Serie A,Torino,FW,1,40.0,8,1,0.97,0.96
1376,Ismaël Bennacer,Italian Serie A,Milan,MF,3,44.5,2,1,0.85,0.99
1377,Rodrigo Bentancur,Italian Serie A,Juventus,MF,3,33.7,0,1,1.01,0.8
1378,Domenico Berardi,Italian Serie A,Sassuolo,FW,2,82.4,15,14,1.01,0.93
1379,Bartosz Bereszyński,Italian Serie A,Sampdoria,DF,4,86.1,0,3,0.98,0.99
1380,Federico Bernardeschi,Italian Serie A,Juventus,MF,2,43.2,1,3,1.03,1.07
1381,Daniel Bessa,Italian Serie A,Hellas Verona,MF,3,22.4,1,1,0.9,1.1
1382,Beto,Italian Serie A,Udinese,FW,1,63.4,11,0,0.96,0.92
1383,Cristiano Biraghi,Italian Serie A,Fiorentina,DF,4,92.1,4,1,1.03,1.03
1384,Davide Biraschi,Italian Serie A,Genoa,DF,4,27.1,0,0,0.68,1.15
1385,Jeremie Boga,Italian Serie A,Atalanta,FW,2,22.4,0,0,1.05,0.93
1386,Emil Bohinen,Italian Serie A,Salernitana,MF,3,20.5,0,1,0.91,0.64
1387,Giacomo Bonaventura,Italian Serie A,Fiorentina,MF,2,66.3,4,4,1.0,0.92
1388,Federico Bonazzoli,Italian Serie A,Salernitana,FW,2,54.5,10,0,1.05,1.01
1389,Kevin Bonifazi,Italian Serie A,Bologna,DF,5,35.3,0,0,1.06,0.99
1390,Leonardo Bonucci,Italian Serie A,Juventus,DF,5,58.7,5,0,1.02,1.1
1391,Josip Brekalo,Italian Serie A,Torino,MF,2,66.8,7,2,0.95,1.07
1392,Gleison Bremer,Italian Serie A,Torino,DF,5,84.5,3,1,1.04,0.94
1393,Marcelo Brozović,Italian Serie A,Inter,MF,3,85.8,2,1,0.99,0.98
1394,Alessandro Buongiorno,Italian Serie A,Torino,DF,5,34.5,0,1,1.05,1.26
1395,Gianluca Busio,Italian Serie A,Venezia,MF,3,57.1,1,1,0.88,0.93
1396,Martín Cáceres,Italian Serie A,Cagliari,DF,4,24.2,1,1,0.91,0.93
1397,Davide Calabria,Italian Serie A,Milan,DF,4,61.8,2,2,1.01,1.01
1398,Mattia Caldara,Italian Serie A,Venezia,DF,5,78.9,1,0,0.94,1.0
1399,Hakan Çalhanoğlu,Italian Serie A,Inter,MF,3,72.6,7,12,0.92,0.94
