,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
106,107,Danilo,br BRA,"FW,MF",Ajax,22,1999,3.1,15,4.75,11,0,0,2,1,1,2,0.63,1,0,0,1,0,0,Matches
107,108,Damil Dankerlui,sr SUR,"DF,MF",Groningen,24,1996,16.6,38,2.29,33,0,2,2,0,1,4,0.24,3,0,1,0,0,0,Matches
108,109,Mohammed Daramy,dk DEN,"FW,MF",Ajax,19,2002,2.3,26,11.25,17,2,3,3,1,0,5,2.16,3,0,0,2,0,0,Matches
109,110,Oussama Darfalou,dz ALG,FW,Vitesse,27,1993,6.0,11,1.84,8,0,2,1,0,0,3,0.50,2,0,1,0,0,0,Matches
110,111,Oussama Darfalou,dz ALG,FW,Zwolle,27,1993,9.7,25,2.57,20,0,1,3,1,0,5,0.51,3,0,1,0,1,0,Matches
111,112,Eli Dasa,il ISR,"DF,MF",Vitesse,28,1992,29.1,117,4.01,91,17,5,2,1,1,8,0.27,5,2,0,1,0,0,Matches
112,113,Jeffrey De Lange,nl NED,GK,Twente,23,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,114,Mathias De Wolf,be BEL,FW,NEC Nijmegen,19,2002,0.1,1,10.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
114,115,Mats Deijl,nl NED,"DF,MF",Go Ahead Eag,24,1997,27.1,32,1.18,26,0,2,1,2,1,5,0.18,2,0,2,1,0,0,Matches
115,116,Thomas van den Belt,nl NED,MF,Zwolle,20,2001,22.9,66,2.88,49,5,5,2,2,3,4,0.17,4,0,0,0,0,0,Matches
116,117,Connor van den Berg,nl NED,GK,Willem II,20,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
117,118,Rav van den Berg,nl NED,DF,Zwolle,17,2004,4.1,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,119,Arjen van der Heide,nl NED,"FW,MF",Heerenveen,19,2001,5.5,18,3.29,14,2,0,1,0,1,1,0.18,1,0,0,0,0,0,Matches
119,120,Mike van der Hoorn,nl NED,DF,Utrecht,28,1992,28.6,26,0.91,14,1,0,6,2,3,4,0.14,0,0,0,3,1,0,Matches
120,121,Djevencio van der Kust,nl NED,DF,Utrecht,20,2001,10.7,16,1.50,12,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
121,122,Mark van der Maarel,nl NED,DF,Utrecht,31,1989,22.7,36,1.58,24,3,1,2,2,4,3,0.13,2,0,0,1,0,0,Matches
122,123,Jhondly van der Meer,ht HAI,DF,Cambuur,19,2002,4.7,9,1.90,6,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
123,124,Richard van der Venne,nl NED,MF,RKC Waalwijk,29,1992,15.0,44,2.94,34,1,1,1,5,2,4,0.27,3,0,0,0,0,1,Matches
124,125,Maikel van der Werff,nl NED,DF,Zwolle,32,1989,5.5,4,0.73,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
125,126,Karim Dermane,tg TOG,MF,Feyenoord,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
126,127,Cyriel Dessers,ng NGA,FW,Feyenoord,26,1994,12.0,34,2.84,22,0,5,4,3,0,4,0.33,3,0,0,1,0,0,Matches
127,128,Mark Diemers,nl NED,"MF,FW",Feyenoord,27,1993,0.2,3,19.29,1,1,0,0,1,0,1,6.43,0,1,0,0,0,0,Matches
128,129,Ritsu Doan,jp JPN,"FW,MF",PSV Eindhoven,23,1998,16.8,60,3.58,47,0,6,5,1,1,10,0.60,9,0,0,1,0,0,Matches
129,130,Danilho Doekhi,nl NED,DF,Vitesse,23,1998,28.9,30,1.04,24,0,0,4,0,2,2,0.07,2,0,0,0,0,0,Matches
130,131,Toni Domgjoni,xk KVX,MF,Vitesse,22,1998,11.9,28,2.35,21,2,1,2,2,0,2,0.17,1,1,0,0,0,0,Matches
131,132,Nick Doodeman,nl NED,"FW,MF",Cambuur,24,1996,6.5,18,2.77,15,1,0,1,1,0,3,0.46,3,0,0,0,0,0,Matches
132,133,Anastasios Douvikas,gr GRE,FW,Utrecht,21,1999,26.4,50,1.90,29,0,8,7,5,1,6,0.23,3,0,0,1,2,0,Matches
